ORCID,Hopkins Profile,Year,Title,Authors,PubMed Link,Abstract
0000-0003-2397-9648,https://profiles.hopkinsmedicine.org/provider/javad-raymond-azadi/2700952,2012,F-18 FDG PET/CT and Tc-99m Sulfur Colloid SPECT imaging in the diagnosis and treatment of a case of dual solitary fibrous tumors of the retroperitoneum and pancreas,"Azadi Javad, Subhawong Andrea, Durand Daniel James",https://pubmed.ncbi.nlm.nih.gov/22690289/,"Although FDG PET is increasingly used for the staging of many types of sarcoma, little has been written regarding the FDG PET imaging characteristics of solitary fibrous tumor. We report a patient undergoing FDG PET/CT surveillance for squamous cell carcinoma of the tongue who was incidentally found to have two soft tissue masses in the retroperitoneum and pancreatic tail. Due to their low degree of FDG avidity, they were followed conservatively for approximately one year as they gradually increased in size. Technetium-99m sulfur colloid SPECT helped confirm that the pancreatic tail mass was not a splenule, after which both lesions were surgically resected and found to be extrathoracic solitary fibrous tumors without malignant features. These findings suggest that, as with other low-grade sarcomas, benign extrathoracic solitary fibrous tumors exhibit relatively little glycolytic metabolism in vivo."
0000-0003-2397-9648,https://profiles.hopkinsmedicine.org/provider/javad-raymond-azadi/2700952,2008,Predicting thymine dimerization yields from molecular dynamics simulations,"Law Yu Kay, Azadi Javad, Crespo-Hernández Carlos E, Olmon Eric, Kohler Bern",https://pubmed.ncbi.nlm.nih.gov/18192364/,"It was recently shown that thymine dimers in the all-thymine oligonucleotide (dT)(18) are fully formed in <1 ps after ultraviolet excitation. The speed and low quantum yield of this reaction suggest that only a small fraction of the conformers of this structurally disordered oligonucleotide are in a position to react at the instant of photon absorption. In this work, we explore the hypothesis that conventional molecular dynamics simulations can be used to predict the yield of cyclobutane pyrimidine dimers in DNA. Conformations obtained from simulations of thymidylyl-(3'-5')-thymidine in various cosolvents were classified as dimerizable or nondimerizable depending on the distance between the C5-C6 double bonds of the adjacent thymine bases and the torsion angle between them. The quantum yield of cyclobutane pyrimidine dimer formation was calculated as the number of dimerizable conformations divided by the total number of conformations. The experimental quantum yields measured in the different solvents were satisfactorily reproduced using physically reasonable values for the two parameters. The mean dimerizable structure computed by averaging all of the dimerizable cis-syn conformations is structurally similar to the actual cis-syn dimer. Compared to the canonical B-form TT step, the most important structural property of a dimerizable conformation is its reduced helical twist angle of 22 degrees."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2026,Enhanced myometrial vascularity on MRI in a patient with retained products of conception,"Tsang Derek A, Gomez Erin N",https://pubmed.ncbi.nlm.nih.gov/41583646/,"Secondary postpartum hemorrhage (PPH), sometimes referred to as secondary postpregnancy hemorrhage, is a potentially serious complication that arises between 24 hours and 12 weeks after delivery. Retained products of conception (RPOC) and subinvolution of the placental site are common causes, but uterine vascular anomalies such as arteriovenous malformations (AVMs) can present with similar clinical imaging findings, creating diagnostic uncertainty. Enhanced myometrial vascularity (EMV) has recently been recognized as a postpartum vascular finding that may mimic AVMs on ultrasound and magnetic resonance imaging (MRI). Because true congenital AVMs are rare, most AVM-like lesions encountered in the postpartum period likely represent acquired vascular changes or EMV, making accurate diagnosis vital for appropriate and fertility-preserving management. We present the case of a 34-year-old gravida 5 para 3 patient who developed persistent heavy vaginal bleeding following early pregnancy loss. Serial ultrasounds demonstrated a thickened, hypervascular endometrium with extension into the myometrium, raising concern for either RPOC or uterine AVM. Despite declining serum β-hCG levels, her symptoms persisted. MRI performed nearly two months after pregnancy loss revealed intrauterine enhancing material consistent with RPOC and associated EMV, favoring a diagnosis of EMV over AVM. The patient subsequently underwent successful hysteroscopic dilation and curettage, with pathology confirming RPOC and resolution of symptoms. This case highlights the diagnostic challenge and importance of differentiating EMV from uterine AVM in the evaluation of secondary PPH to avoid unnecessary invasive treatments such as embolization or hysterectomy."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2026,"More Than One Path: Recent Cross-Application Trends Among Radiology Residency Applicants, 2020-2023","Hussain Nauman, Renne Angela, Gomez Erin, Brookmeyer Claire, Chen Jenny X, Deng Francis",https://pubmed.ncbi.nlm.nih.gov/41587612/,"Cross-application is increasingly common in radiology yet remains understudied. We aimed to quantify the prevalence, characterize patterns, and identify predictors of cross-application among diagnostic radiology (DR) and interventional radiology (IR) applicants. We analyzed all Electronic Residency Application Service applications submitted to DR and IR programs between 2020 and 2023. Cross-applications were defined as those applying to DR or IR and at least one nonradiology specialty. Applicant demographics, educational background, and academic characteristics were compared using χ Among 9,012 radiology applications, 41.8% (n = 3,770) were cross-applications. Cross-application was most frequent among IR-only applications (94.0%) and more common in international medical graduates (63.9%), DOs (46.6%), and applicants ≥30 years old (56.0%). Compared with radiology-only applications, cross-applications had more publications but fewer research and volunteer experiences. Independent predictors of cross-application included IR-only status (odds ratio [OR] = 31.75; 95% confidence interval [CI]: 22.42-46.54), international medical graduate (OR = 2.86; 95% CI: 2.47-3.31), DO (OR = 1.90; 95% CI: 1.65-2.18), age ≥ 30 (OR = 1.71; 95% CI: 1.54-1.90), and re-application (OR = 2.10; 95% CI: 1.80-2.44), and Alpha Omega Alpha society membership reduced odds (OR = 0.48; 95% CI: 0.39-0.59). Cross-application is a frequent strategy among radiology applicants. These results highlight the challenges of navigating a competitive match and the importance of advising that accounts for diverse applicant backgrounds and career goals. Understanding cross-application as a common and often pragmatic strategy may help inform advising practices and reduce misinterpretation of applicant intent."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2026,Radiologic evaluation of scrotal lesions: A case of polyorchidism with abnormal ultrasound findings,"Zhang Aileen, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/41112817/,"Supernumerary testis (SNT), or polyorchidism, is a rare congenital condition characterized by the presence of 3 or more testes. Here, we present the case of a 53-year-old man with a history of prostate cancer who presented with a painless right-sided scrotal mass and abnormal ultrasound (US) findings. US imaging showed a heterogeneous and hyperechoic paratesticular mass, initially raising concern for a SNT, primary neoplasm, or metastatic process. Magnetic resonance imaging (MRI) was obtained for further evaluation of suspicious features and ultimately confirmed the diagnosis of SNT, allowing for conservative management. Given the imaging findings, the patient did not require surgical intervention and continued routine follow-up with annual testicular exams and prostate-specific antigen levels."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2025,Professionalism: Uniting Intergenerational Perspectives,"Deitte Lori A, Krishnaraj Arun, Stubblefield Seth, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/41371324/,Abstract unavailable.
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2025,Radiology Residency Clinician Educator Tracks: State of the Field,"O'Brien Sophia R, Gomez Erin, Patel Kirang, Matalon Shanna, Muneer Mohamed S, Le Lindqwister Alex, Mohamed Rowa A, Lin Margaret, Simpson Scott",https://pubmed.ncbi.nlm.nih.gov/40550300/,"Radiology resident clinician educator tracks (CETs) are designed to prepare residents for a career in academia. The number and structure of US radiology CETs is unknown. This study sought to describe the current state of the field of US diagnostic radiology CETs. This multimethod observational cross-sectional study involved an online survey and virtual semistructured interviews. AMA Freida website search was performed in February 2024 to identify programs with radiology CETs. All identified tracks were sent the online survey, and three programs with a known track or track in creation not listed in AMA Freida were also surveyed. Half of the surveyed CETs were randomly invited to interview. A total of 23 active or potentially active radiology CETs were identified, reflecting 11.6% of all US diagnostic radiology residencies, of which 18 programs responded (78% response rate). CET length and structure varied. A slight majority of tracks are resident-led (9 of 17, 53%). Most faculty track leaders do not receive protected academic time for their role (15 of 17, 88%), and only half of the CETs reported sufficient institutional support. The most common key components of radiology CETs are lectures, track meetings, mentorship, and capstone projects. All CETs directly observe resident teaching. Four of 9 invited programs (44%) completed semistructured interviews and described the importance of, and challenges with, faculty engagement and resident project completion. This study describes the state of radiology CETs, including their keys to success, challenges, and recommendations for others creating a track. Future research should investigate CET outcomes and further explore resident experiences."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2025,Multiple intraplacental hematomas preceding clinical deterioration in preeclampsia with severe features: A case report,"Orlando Nicholas A, Mumford Kelsey, Toscano Marika, Johnson Jeremy, Gomez Erin N",https://pubmed.ncbi.nlm.nih.gov/40583989/,"Preeclampsia (PEC) spectrum disorders, including HELLP syndrome, are significant causes of maternal morbidity and mortality, affecting 2%-8% of pregnancies. While clinical signs and symptoms are pathognomonic, imaging can play a crucial role in diagnosis. We present a case of a 25-year-old primigravida at 27 weeks 4 days gestation who presented with severe upper abdominal pain and mild hypertension without other initial signs of PEC. Initial evaluation revealed early-onset fetal growth restriction with elevated umbilical artery Doppler ratios. Due to uncontrolled pain despite multimodal management, MRI was performed, revealing multiple T2 hypointense, T1 hyperintense lesions with diffusion restriction, suggesting multifocal intraplacental hematomas or villous infarcts. These findings prompted increased fetal surveillance and closer monitoring for PEC progression. Subsequently, the patient developed laboratory abnormalities consistent with PEC with severe features, including thrombocytopenia and elevated liver enzymes. Following antenatal corticosteroids and magnesium prophylaxis, she underwent urgent cesarean delivery at 28 weeks due to concerning fetal status. Histopathologic analysis confirmed features of maternal vascular malperfusion with multiple infarcts. The patient's laboratory values normalized postpartum, and she was normotensive at 6-week follow-up. This case highlights the potential role of MRI in identifying placental pathology that may precede clinical manifestations of PEC spectrum disorders, potentially allowing for earlier intervention and improved outcomes."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2025,The Debate Over Competency-Based Education in Radiology–Promises and Perils,"Slanetz Priscilla J, Cummings Ryan, Gomez Erin, McKinney J Mark",https://pubmed.ncbi.nlm.nih.gov/39612973/,Abstract unavailable.
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2025,"Invited Commentary: Necessary Paradigm Shifts in Understanding, Diagnosing, and Reporting Secondary Postpregnancy Hemorrhage",Gomez Erin N,https://pubmed.ncbi.nlm.nih.gov/40272999/,Abstract unavailable.
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2025,Evaluation of an image-rich quiz-based iOS app as a study resource for the ABR Core exam,"Gomez Erin, Kauffman Lilly, Fishman Elliot K, Raminpour Sara",https://pubmed.ncbi.nlm.nih.gov/39865005/,"The American Board of Radiology Core exam requires that trainees demonstrate knowledge of critical concepts across 12 domains spanning a range of imaging modalities and anatomic regions. Mobile apps have become popular components of medical and radiology education since the inception of smartphones. Numerous medical educational apps are accessible via smartphone devices and tablets, regardless of operating system, for medical training and learning purposes. For over two decades, CTisus has served as an informational and educational radiology website containing image-rich materials and resources dedicated to the use of body CT. We conducted a study to evaluate the perceived utility of the CTisus iQuiz app as a study resource for the American Board of Radiology Core exam. The overall rating of the app was above average with 50 % of respondents characterizing the app as ""Good"" and 29 % evaluating the app as ""Excellent."" Further, 85 % of survey respondents found the app easy to understand and use, with related pearls deemed helpful by 75 % of participants, the video discussions found to be clear and beneficial by 79 %. Mobile apps are a valuable tool for the current generation of medical trainees, with quizzes shown to be an effective method to evaluate and enhance knowledge. The CTisus iQuiz app may benefit radiology residents studying for the ABR Core exam by providing access to image-rich, multiple choice-based self-assessments with in-depth explanations and feedback in an accessible interface, allowing for asynchronous learning and repeated practice."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2024,"Uterine window and placenta accreta spectrum in a dichorionic, diamniotic twin gestation complicated by postpartum hemorrhage","Sivakumar Ishwarya, Toscano Marika, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/39380822/,"Cesarean scar defects encompass a spectrum of separation of the uterine layers that increase risk of uterine rupture during labor and delivery. When coupled with the presence of placenta accreta spectrum, a condition characterized by abnormal adherence to or invasion of the myometrium by the placenta, the risk of life-threatening hemorrhage significantly increases. As rates of cesarean delivery increase, it is important to understand the imaging findings typical of both conditions. We present the case of a 30-year-old patient with a dichorionic, diamniotic twin gestation complicated by uterine window and placenta accreta spectrum."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2024,Multifrequency MR Elastography for Tumor Stiffness Outperforms Conventional Imaging and Clinical Variables in Determining Lymphovascular Space Invasion in Endometrial Cancer,"Mohammad Mirza‐Aghazadeh‐Attari, Erin Gomez",N/A,Abstract unavailable.
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2024,Radiologists Should Be Compensated for Participation in Multidisciplinary Conferences,"Gomez Erin N, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/37922970/,Abstract unavailable.
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2024,Unionization and the Impact on Radiology Resident Education,"Slanetz Priscilla J, Albasha Heba, Gomez Erin, Schaefer Pamela",https://pubmed.ncbi.nlm.nih.gov/37734689/,Abstract unavailable.
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2023,"CT angiography for characterization of advanced placenta accreta spectrum: indications, risks, and benefits","Gomez Erin N, Ahmed Taha M, Macura Katarzyna, Fishman Elliot K, Vaught Arthur J",https://pubmed.ncbi.nlm.nih.gov/37987857/,"Placenta accreta spectrum disorder (PASD) encompasses various types of abnormal placentation in which chorionic villi directly adhere to or invade the myometrium. The incidence of PASD has dramatically risen in the US over the past 3 decades owing to the increased rates of patients undergoing cesarean sections. While PASD remains a significant cause of maternal morbidity and mortality, accurate prenatal identification and characterization of PASD is associated with improved outcomes. Although ultrasound is the first-line imaging modality in the evaluation of PASD, with MRI serving as an adjunct, computed tomography angiography (CTA) may also offer unique diagnostic advantages in cases of advanced PASD by providing superior visualization of placental and abdominopelvic vasculature and enabling the creation of comprehensive vascular maps to roadmap complex surgical interventions. This paper represents the first evaluation of CTA as a diagnostic tool and operative planning aid in this context. Appropriate indications and diagnostic advantages of CTA in this setting are reviewed, and key multimodal imaging features of normal and abnormal placentation are highlighted."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2023,Dichorionic diamniotic heterotopic twin gestation with cesarean section scar implantation and placenta increta,"Wang Felicia, Vaught Arthur, Rosner Mara, Baschat Ahmet, Darwin Kristin, Halscott Torre, Kush Michelle, Miller Jena, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/37691758/,"Heterotopic cesarean scar pregnancy is an extremely rare form of pregnancy and is defined as an intrauterine pregnancy coexisting with an ectopic pregnancy implanted in the cesarean scar. Cesarean scar ectopic pregnancy can also be a precursor for placenta accreta spectrum, a potentially life-threatening condition in which the placenta is abnormally adherent to the uterine myometrium and possibly adjacent organs. Although cesarean scar ectopic pregnancies are rare, there has been an increase in their incidence due to the rise in cesarean deliveries. We present the case of a 35-year-old patient with a heterotopic pregnancy with ectopic implantation in a cesarean scar and associated placenta increta, as well as the radiologic evaluation of placenta accreta spectrum and subsequent management."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2023,Metastatic melanoma presenting as rapidly enlarging hepatic cysts,"Song Christopher I, Buchanan Mary Elizabeth, Maleki Zahra, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/37448605/,"Malignant melanoma is a highly aggressive disease with a propensity for metastatic spread. Although recent advances in targeted therapies have improved outcomes, effective screening for metastasis remains an important area of further research. We present a case of a man in his 70s who was recently diagnosed with recurrent, locally advanced melanoma. He presented with abdominal fullness, jaundice, and poor appetite. MR imaging of the abdomen revealed innumerable hepatic cysts with internal fluid-fluid levels which were markedly increased in size and number from recent imaging. These findings necessitated a broad differential that included parasitic or bacterial infection, metastases, or drug-induced polycystic liver disease. Subsequent biopsy revealed metastatic melanoma consistent with the patient's primary tumor. The patient was ultimately transitioned to comfort care measures due to the burden of the liver metastases and passed away shortly after presentation."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2023,Evaluation and Comparison of Two Media-Rich Radiology Apps Regarding Pathology of the Lumbar Spine: Lessons for Medical Education App Developers and Content Creators,"Gomez Erin, Recht Hannah, Weisberg Edmund M, Kauffman Lilly, Dubash Arish, Fishman Elliot K, Raminpour Sara",https://pubmed.ncbi.nlm.nih.gov/37045692/,"Mobile applications have become an increasingly popular component of medical education over the past 2 decades. Visual layout and aesthetics are important considerations in app design given Generation Z's strong preference for visually appealing digital content. In this study, we evaluate students' perceptions of an educational app related to pathology of the lumbar spine before and after a redesign of its workflow and illustrations. A professional user experience and interface designer was recruited for the revision of an iOS app focused on anatomy and pathology of the lumbar spine on abdominal computed tomography (CT). Revisions focused on developing the app to make it more visually appealing, increasing ease of use, and fixing bugs. An IRB-approved study was conducted in which participants were asked to interact with the original and revised versions of the app prior to completing a survey regarding their perception of the graphics, animation style, overall app design, and content. Overall impressions of the revised app were more positive than the original app, with 89% of respondents finding the revised app's graphics to be visually appealing compared to 39% regarding the original app. Further, 95% of respondents indicated that the revised app's layout was organized and user-friendly compared to 73% regarding the original. Both apps received similarly positive ratings for participants' understanding of the presented materials. User feedback is key when designing mobile health and educational applications. Feedback may be sought via formal usability testing or app-specific surveys. The aesthetics, layout, and ease of use of mobile apps are important considerations and, in the absence of content alteration, may influence user engagement. Knowledge regarding these factors may guide content creators when developing and deploying mobile health applications."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2023,Multimodal imaging appearance including cinematic rendering of renal malakoplakia in a patient with E. coli bacteremia,"Henlon Nicholas E, Fishman Elliot K, Gomez Erin N",https://pubmed.ncbi.nlm.nih.gov/36561548/,"Renal malakoplakia is a rare inflammatory disorder that predominantly affects the bladder, but has also been known to affect the kidneys. We present a case of a young woman with renal malakoplakia and concomitant"
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2023,Placental bands on MRI in the setting of placenta accreta spectrum: Case report with radiologic-pathologic correlation,"Weinstein Robert, Vaught Arthur, Baras Alexander, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/36439927/,"Placental bands on T2-weighted magnetic resonance imaging (MRI) are a known imaging finding in placenta accreta spectrum (PAS). It is believed that these linear T2 hypo-intensities may reflect increased fibrin deposition in the setting of placental hemorrhage or infarct. However, to date there is little published data regarding histopathologic analysis of placental parenchyma at the site of identified bands. We report the case of a 34-year-old female with a single placental band demonstrated on preoperative MRI which was evaluated postoperatively and found to represent a placental infarct."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2022,Development of Educational Media for Medical Trainees Studying MRI Physics: Effect of Media Format on Learning and Engagement,"Day Jeff, Devers Christopher J, Wu Emily, Devers Erin E, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/35452625/,"MRI physics is a challenging subject for radiology residents and comprises a significant portion of the ABR CORE examination, which must be passed to achieve board certification. Despite established needs for increased quality and quantity of radiology physics resources, there is little information regarding the most effective method of engaging learners and delivering this content. To assess trainee perceptions of currently available MRI physics learning resources, a needs assessment survey was distributed to current members and recent graduates of our diagnostic radiology residency program. Based on the results of the needs assessment, we created three different types of media illustrating the fundamentals of MRI physics: text with images, text with animations, and a narrated video. Formal evaluation of the media via an institutional review board-approved, experimentally designed study helped us better understand the impact that media format had on deep structure learning, efficiency, and engagement. Respondents to the needs assessment indicated a desire for physics resources that were visually appealing with simplified details and associated practice questions. Participants demonstrated significant learning across all media formats but rated video as the most engaging media type. Knowledge of media attributes that positively impact trainee performance may inform content creators and educators alike when designing and distributing educational materials related to MRI physics."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2022,"CT of acute abdominopelvic hemorrhage: protocols, pearls, and pitfalls","Gomez Erin, Horton Karen, Fishman Elliot K, Johnson Pamela T",https://pubmed.ncbi.nlm.nih.gov/34731281/,"Abdominal and pelvic hemorrhage may be secondary to a number of causes and is often a medical emergency. Patient presentation ranges from obvious trauma with evidence of hemodynamic instability to vague symptoms. CT has become the imaging modality of choice for identifying abdominopelvic hemorrhage. Recognizing acute hemorrhage as well as identifying its location and severity are key to expediting management. In the Emergency Department, ultrasound often used in the initial evaluation of trauma patients, but is not sensitive for subtle bleeds or injuries. CT is the best first-line imaging tool to identify abdominal hemorrhage and, compared with angiography, has been shown to be superior in detecting intra-abdominal bleeding, especially when the bleeding rate is low. Depending on location and etiology, abdominopelvic hemorrhage may have a characteristic appearance, such as the ""sentinel clot"" sign associated with blunt trauma to the solid organs or the ""triangle sign"" of a mesenteric bleed. The following pictorial essay reviews CT technique, study interpretation, and interpretative pearls and pitfalls in the recognition of acute abdominopelvic hemorrhage."
0000-0003-4888-8806,https://profiles.hopkinsmedicine.org/provider/erin-n-gomez/2705730,2021,MRI-based pictorial review of the FIGO classification system for uterine fibroids,"Gomez Erin, Nguyen My-Linh T, Fursevich Dzmitry, Macura Katarzyna, Gupta Ayushi",https://pubmed.ncbi.nlm.nih.gov/33385249/,"Uterine fibroids are the most common gynecologic neoplasm and contribute to significant morbidity, particularly when submucosal in location or large enough to cause bulk symptoms. Correctly classifying fibroids is essential for treatment planning and prevention of complications. Ultrasound is the first-line imaging modality for characterizing uterine fibroids. However, MRI allows for high-resolution, multiplanar visualization of leiomyomata that affords a more accurate assessment than ultrasound, particularly when fibroids are numerous. The FIGO system was developed in order to more uniformly and consistently describe and classify uterine fibroids. In this article, we review the MRI appearance of each of the FIGO classification types, detailing key features to report. Additionally, we present a proposed template for structured reporting of uterine fibroids based on the FIGO classification system."
0000-0001-9152-8123,https://profiles.hopkinsmedicine.org/provider/cay-tressler/2777266,2026,Histology-guided spatial lipidomics and proteomics of the trisynaptic circuit in the human hippocampus,"Tressler Caitlin M, DeVine Lauren, Bharadwaj Rahul, Brown Dalton R, Weinberger Daniel, Glunde Kristine, Cole Robert N",https://pubmed.ncbi.nlm.nih.gov/41698738/,"The human hippocampal trisynaptic circuit activity is essential for learning and memory. This canonical circuit has spatially distinct populations of neurons, but their unique contributions to neurodevelopment, as well as to dysfunction in neurodegenerative disorders, are missed when analyzing bulk tissue homogenates. Using matrix-assisted laser desorption/ionization (MALDI) mass spectrometry imaging (MSI) to guide laser capture microdissection (LCMD) of regions of interest for spatial multimodal analyses is a relatively new approach to study topographically distinct neuronal cell populations in heterogenous tissues. However, MALDI-MSI may not identify region-defining molecular mass-to-charge ions. Here, we apply a multimodal approach of MALDI-MSI-LCMD-lipidomic and proteomic analysis to the trisynaptic circuit. Our MALDI-MSI of the hippocampus revealed that the of mass-to-charge ions of the cornu ammonis 1 (CA1) and cornu ammonis 3 (CA3) did not segment from the surrounding tissue. Thus, we developed a novel histology-guided MALDI-MS imaging-LCMD-spatial lipidomic/proteomic pipeline with four steps which does not rely on segmentation analysis to determine and co-register regions of interest in tissue sections. Our pipeline allows MALDI imaging, LCMD, lipidomic and proteomic analysis from the same tissue section and does not require co-registration across serial sections. In addition, poly-l-lysine coating for improving tissue/cell adherence on indium-tin-oxide microscopy slides did not impact MALDI-MSI or spatial proteomics. We show that the human trisynaptic circuit proteomes of CA1 and CA3 pyramidal neurons are more similar to each other than those of the dentate gyrus (DG), which is consistent with previously reported transcriptomics studies. The spatial distributions of several phospholipids and proteins, however, were significantly different in cell bodies from the CA1, CA3 and DG regions, and these lipids correlated with some lipid metabolizing enzymes in those regions. As little is known about lipid metabolism in the hippocampus, our pipeline provides an initial step in studying the combined and differential spatial regulation of the lipids and proteins within the trisynaptic circuit that will provide insights into the development and disease-related molecular changes in these important hippocampal regions."
0000-0001-9152-8123,https://profiles.hopkinsmedicine.org/provider/cay-tressler/2777266,2025,To Spray or To Sublimate: Considerations for the Matrix Application of Three Common Positive Ion Mode Matrices,"Spears Ian, Lagdameo Gabriella, Black Alyson, Brown Dalton R, Johnson Cole C, Hahm Tae-Hun, Wang Wanyue, Creissen Alain, Glunde Kristine, Tressler Caitlin M",https://pubmed.ncbi.nlm.nih.gov/40855949/,"Matrix-assisted laser desorption/ionization (MALDI) mass spectrometry imaging (MSI) is a powerful tool for imaging lipids, proteins,"
0000-0001-9152-8123,https://profiles.hopkinsmedicine.org/provider/cay-tressler/2777266,2024,Aberrant N-glycosylation is a therapeutic target in carriers of a common and highly pleiotropic mutation in the manganese transporter ZIP8,"Tomar Vartika, Kang John, Lin Ruxian, Brant Steven R, Lazarev Mark, Tressler Caitlin, Glunde Kristine, Zachara Natasha, Melia Joanna",https://pubmed.ncbi.nlm.nih.gov/39005453/,"The treatment of defective glycosylation in clinical practice has been limited to patients with rare and severe phenotypes associated with congenital disorders of glycosylation (CDG). Carried by approximately 5% of the human population, the discovery of the highly pleiotropic, missense mutation in a manganese transporter ZIP8 has exposed under-appreciated roles for Mn homeostasis and aberrant Mn-dependent glycosyltransferases activity leading to defective N-glycosylation in complex human diseases. Here, we test the hypothesis that aberrant N-glycosylation contributes to disease pathogenesis of ZIP8 A391T-associated Crohn's disease. Analysis of N-glycan branching in intestinal biopsies demonstrates perturbation in active Crohn's disease and a genotype-dependent effect characterized by increased truncated N-glycans. A mouse model of ZIP8 391-Thr recapitulates the intestinal glycophenotype of patients carrying mutations in ZIP8. Borrowing from therapeutic strategies employed in the treatment of patients with CDGs, oral monosaccharide therapy with N-acetylglucosamine ameliorates the epithelial N-glycan defect, bile acid dyshomeostasis, intestinal permeability, and susceptibility to chemical-induced colitis in a mouse model of ZIP8 391-Thr. Together, these data support ZIP8 391-Thr alters N-glycosylation to contribute to disease pathogenesis, challenging the clinical paradigm that CDGs are limited to patients with rare diseases. Critically, the defect in glycosylation can be targeted with monosaccharide supplementation, providing an opportunity for genotype-driven, personalized medicine."
0000-0001-9152-8123,https://profiles.hopkinsmedicine.org/provider/cay-tressler/2777266,2024,"4,4-Difluoroproline as a Unique 19F NMR Probe of Proline Conformation","Ganguly Himal K, Ludwig Brice A, Tressler Caitlin M, Bhatt Megh R, Pandey Anil K, Quinn Caitlin M, Bai Shi, Yap Glenn P A, Zondlo Neal J",https://pubmed.ncbi.nlm.nih.gov/38598681/,Despite the importance of proline conformational equilibria (
0000-0001-9152-8123,https://profiles.hopkinsmedicine.org/provider/cay-tressler/2777266,2024,Glutamine transporter SLC38A3 promotes breast cancer metastasis via Gsk3β/β-catenin/EMT pathway,"Tan Zheqiong, Boyapati Keerti, Tressler Caitlin M, Jenkinson Nicole M, Glunde Kristine",https://pubmed.ncbi.nlm.nih.gov/38309615/,"Breast cancer is the leading cancer-related cause of death in women. Here we show that solute carrier family 38-member 3 (SLC38A3) is overexpressed in breast cancer, particularly in triple-negative breast cancer (TNBC) cells and tissues. Our study reveals that SLC38A3 regulates cellular glutamine, glutamate, asparagine, aspartate, alanine, and glutathione (GSH) levels in breast cancer cells. Our data demonstrate that SLC38A3 enhances cell viability, cell migration and invasion in vitro, and promotes tumor growth and metastasis in vivo, while reducing apoptosis and oxidative stress. Mechanistically, we show that SLC38A3 suppresses the activity of glycogen synthase kinase 3-β (Gsk3β), a negative regulator of β-catenin, and increases protein levels of β-catenin, leading to the upregulation of epithelial-to-mesenchymal-transition (EMT)-inducing transcription factors and EMT markers in breast cancer. In summary, we show that SLC38A3 is overexpressed in breast cancer and promotes breast cancer metastasis via the GSK3β/β-catenin/EMT pathway, presenting a novel therapeutic target to explore for breast cancer."
