ORCID,Year,Title,Authors,PubMed Link,Abstract
0000-0001-9729-2756,2025,What can radiologists learn from the AI evolution in dentistry?,"Tanz Ophir, Rizk Ryan C, Rowe Steven P, Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/39384486/,Abstract unavailable.
0000-0001-9729-2756,2025,Building and Scaling a Platform Business in Health Care,"Mathur Anurati, Fishman Elliot K, Rowe Steven P, Chu Linda C, Rizk Ryan C",https://pubmed.ncbi.nlm.nih.gov/39662712/,Abstract unavailable.
0000-0001-9729-2756,2025,Desperate Times Call for Innovative Solutions,"Chu Linda C, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/40180561/,Abstract unavailable.
0000-0001-9729-2756,2025,Diagnostic Performance of Combined Conventional CT Imaging Features and Radiomics Signature in Differentiating Grade 1 Tumors from Higher-Grade Pancreatic Neuroendocrine Neoplasms,"Tixier Florent, Lopez-Ramirez Felipe, Blanco Alejandra, Javed Ammar A, Chu Linda C, Hruban Ralph H, Yasrab Mohammad, Fouladi Daniel Fadaei, Shayesteh Shahab, Ghandili Saeed, Fishman Elliot K, Kawamoto Satomi",https://pubmed.ncbi.nlm.nih.gov/40149380/,"Accurate identification of grade 1 (G1) pancreatic neuroendocrine tumors (PanNETs) is crucial due to their rising incidence and emerging nonsurgical management strategies. This study evaluated whether combining conventional CT imaging features, CT radiomics features, and clinical data improves differentiation of G1 PanNETs from higher-grade tumors (G2/G3 PanNETs and pancreatic neuroendocrine carcinomas [PanNECs]) compared to using these features individually. A retrospective analysis included 133 patients with pathologically confirmed PanNETs or PanNECs (70 males, 63 females; mean age, 58.5 years) who underwent pancreas protocol CT. A total of 28 conventional imaging features, 4892 radiomics features, and clinical data (age, gender, and tumor location) were analyzed using a support vector machine (SVM) model. Data were divided into 70% training and 30% testing sets. The SVM model using the top 10 conventional imaging features (e.g., suspicious lymph nodes and hypoattenuating tumors) achieved 75% sensitivity, 81% specificity, and 79% accuracy for identifying higher-grade tumors (G2/G3 PanNETs and PanNECs). The top 10 radiomics features yielded 94% sensitivity, 46% specificity, and 69% accuracy. Combining all features (imaging, radiomics, and clinical data) improved performance, with 94% sensitivity, 69% specificity, 79% accuracy, and an F1-score of 0.77. The radiomics score demonstrated an AUC of 0.85 in the training and 0.83 in the testing set. Conventional imaging features provided higher specificity, while radiomics offered greater sensitivity for identifying higher-grade tumors. Integrating all three features improved diagnostic accuracy, highlighting their complementary roles. This combined model may serve as a valuable tool for distinguishing higher-grade tumors from G1 PanNETs and potentially guiding patient management."
0000-0001-9729-2756,2025,Invited Commentary: The Academic Mission in Radiology: Is It Still a Viable Option?,"Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/39787483/,Abstract unavailable.
0000-0001-9729-2756,2025,Total shoulder arthroplasty in a patient with osteopetrosis: A case report,"Rizk Ryan C, Lugo-Fagundo Elias, Yasrab Mohammad, Weisberg Edmund M, Chu Linda C, Gross John M, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/39868066/,"Osteopetrosis is a rare genetic disorder that leads to increased bone density and fragility due to dysfunctional osteoclasts, which can result in narrowed bone marrow spaces, hardened cartilage, and brittle bones. This condition frequently coexists with osteoarthritis among affected individuals. When osteoarthritis results in significant pain and impairs function, surgical interventions such as total joint arthroplasty may be recommended, although these procedures come with a unique set of surgical and recovery-related hurdles. Due to its challenging preoperative diagnosis, radiological imaging plays a fundamental role in the detection of osteopetrosis, along with the evaluation of the extent of disease. Notably, though, there is a dearth of literature on osteopetrosis in the shoulder and its preoperative and postoperative management. Here, we report a case of a 64-year-old female with osteopetrosis who presented with pain in the left shoulder and underwent a reverse total left shoulder arthroplasty. We focus on the radiological imaging features to optimize diagnosis and timely treatment intervention."
0000-0001-9729-2756,2025,Life: Distributed and Open Source,"Mullenweg Matthew, Fishman Elliot K, Chu Linda C, Rowe Steven P, Rizk Ryan C",https://pubmed.ncbi.nlm.nih.gov/39155028/,Abstract unavailable.
0000-0001-9729-2756,2025,Can CT Image Reconstruction Parameters Impact the Predictive Value of Radiomics Features in Grading Pancreatic Neuroendocrine Neoplasms?,"Tixier Florent, Lopez-Ramirez Felipe, Blanco Alejandra, Yasrab Mohammad, Javed Ammar A, Chu Linda C, Fishman Elliot K, Kawamoto Satomi",https://pubmed.ncbi.nlm.nih.gov/39851354/,"The WHO grading of pancreatic neuroendocrine neoplasms (PanNENs) is essential in patient management and an independent prognostic factor for patient survival. Radiomics features from CE-CT images hold promise for the outcome and tumor grade prediction. However, variations in reconstruction parameters can impact the predictive value of radiomics. 127 patients with histopathologically confirmed PanNENs underwent CT scans with filtered back projection (B20f) and iterative (I26f) reconstruction kernels. 3190 radiomic features were extracted from tumors and pancreatic volumes. Wilcoxon paired tests assessed the impact of reconstruction kernels and ComBat harmonization efficiency. SVM models were employed to predict tumor grade using the entire set of radiomics features or only those identified as harmonizable. The models' performance was assessed on an independent dataset of 36 patients. Significant differences, after correction for multiple testing, were observed in 69% of features in the pancreatic volume and 51% in the tumor volume with B20f and I26f kernels. SVM models demonstrated accuracy ranging from 0.67 (95%CI: 0.50-0.81) to 0.83 (95%CI: 0.69-0.94) in distinguishing grade 1 cases from higher grades. Reconstruction kernels alter radiomics features and iterative kernel models trended towards higher performance. ComBat harmonization mitigates kernel impacts but addressing this effect is crucial in studies involving data from different kernels."
0000-0001-9729-2756,2025,Leadership: A Different Approach From a Different Perspective,"Catmull Ed, Fishman Elliot K, Chu Linda C, Rizk Ryan C, Rowe Steven P, Huang Jen-Hsun",https://pubmed.ncbi.nlm.nih.gov/39293547/,Abstract unavailable.
0000-0001-9729-2756,2025,Radiomics machine learning algorithm facilitates detection of small pancreatic neuroendocrine tumors on CT,"Lopez-Ramirez Felipe, Soleimani Sahar, Azadi Javad R, Sheth Sheila, Kawamoto Satomi, Javed Ammar A, Tixier Florent, Hruban Ralph H, Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/39278763/,"The purpose of this study was to develop a radiomics-based algorithm to identify small pancreatic neuroendocrine tumors (PanNETs) on CT and evaluate its robustness across manual and automated segmentations, exploring the feasibility of automated screening. Patients with pathologically confirmed T1 stage PanNETs and healthy controls undergoing dual-phase CT imaging were retrospectively identified. Manual segmentation of pancreas and tumors was performed, then automated pancreatic segmentations were generated using a pretrained neural network. A total of 1223 radiomics features were independently extracted from both segmentation volumes, in the arterial and venous phases separately. Ten final features were selected to train classifiers to identify PanNETs and controls. The cohort was divided into training and testing sets, and performance of classifiers was assessed using area under the receiver operator characteristic curve (AUC), specificity and sensitivity, and compared against two radiologists blinded to the diagnoses. A total of 135 patients with 142 PanNETs, and 135 healthy controls were included. There were 168 women and 102 men, with a mean age of 55.4 ± 11.6 (standard deviation) years (range: 20-85 years). Median PanNET size was 1.3 cm (Q1, 1.0; Q3, 1.5; range: 0.5-1.9). The arterial phase LightGBM model achieved the best performance in the test set, with 90 % sensitivity (95 % confidence interval [CI]: 80-98), 76 % specificity (95 % CI: 62-88) and an AUC of 0.87 (95 % CI: 0.79-0.94). Using features from the automated segmentations, this model achieved an AUC of 0.86 (95 % CI: 0.79-0.93). In comparison, the two radiologists achieved a mean 50 % sensitivity and 100 % specificity using arterial phase CT images. Radiomics features identify small PanNETs, with stable performance when extracted using automated segmentations. These models demonstrate high sensitivity, complementing the high specificity of radiologists, and could serve as opportunistic screeners."
0000-0001-9729-2756,2024,Improving Efficiencies While Also Delivering Better Health Care Outcomes: A Role for Large Language Models,"Rao Shivdev K, Fishman Elliot K, Rizk Ryan C, Chu Linda C, Rowe Steven P",https://pubmed.ncbi.nlm.nih.gov/38220038/,Abstract unavailable.
0000-0001-9729-2756,2024,The Importance of Experiential Learning in Inspiring and Preparing the Next Generation,"Bayer Nick, Fishman Elliot K, Rowe Steven P, Chu Linda C, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/38157953/,Abstract unavailable.
0000-0001-9729-2756,2024,Unraveled: Prescriptions to Repair a Broken Health System,"Weeks William B, Rizk Ryan C, Rowe Steven P, Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/38295920/,Abstract unavailable.
0000-0001-9729-2756,2024,Neurodiversity and Leadership,"Heldfond Diana, Fishman Elliot K, Chu Linda C, Rizk Ryan C, Rowe Steven P",https://pubmed.ncbi.nlm.nih.gov/38395322/,Abstract unavailable.
0000-0001-9729-2756,2024,New Old Age Meets the Same Old Ageism: Leveraging Technology to Promote Healthier Aging,"Rees Amanda, Fishman Elliot K, Chu Linda C, Rowe Steven P, Rizk Ryan C",https://pubmed.ncbi.nlm.nih.gov/38527643/,Abstract unavailable.
0000-0001-9729-2756,2024,Performance of explainable artificial intelligence in guiding the management of patients with a pancreatic cyst,"Lavista Ferres Juan M, Oviedo Felipe, Robinson Caleb, Chu Linda, Kawamoto Satomi, Afghani Elham, He Jin, Klein Alison P, Goggins Mike, Wolfgang Christopher L, Javed Ammar A, Dodhia Rahul, Papadopolous Nick, Kinzler Ken, Hruban Ralph H, Weeks William B, Fishman Elliot K, Lennon Anne Marie",https://pubmed.ncbi.nlm.nih.gov/39261223/,"Pancreatic cyst management can be distilled into three separate pathways - discharge, monitoring or surgery- based on the risk of malignant transformation. This study compares the performance of artificial intelligence (AI) models to clinical care for this task. Two explainable boosting machine (EBM) models were developed and evaluated using clinical features only, or clinical features and cyst fluid molecular markers (CFMM) using a publicly available dataset, consisting of 850 cases (median age 64; 65 % female) with independent training (429 cases) and holdout test cohorts (421 cases). There were 137 cysts with no malignant potential, 114 malignant cysts, and 599 IPMNs and MCNs. The EBM and EBM with CFMM models had higher accuracy for identifying patients requiring monitoring (0.88 and 0.82) and surgery (0.66 and 0.82) respectively compared with current clinical care (0.62 and 0.58). For discharge, the EBM with CFMM model had a higher accuracy (0.91) than either the EBM model (0.84) or current clinical care (0.86). In the cohort of patients who underwent surgical resection, use of the EBM-CFMM model would have decreased the number of unnecessary surgeries by 59 % (n = 92), increased correct surgeries by 7.5 % (n = 11), identified patients who require monitoring by 122 % (n = 76), and increased the number of patients correctly classified for discharge by 138 % (n = 18) compared to clinical care. EBM models had greater sensitivity and specificity for identifying the correct management compared with either clinical management or previous AI models. The model predictions are demonstrated to be interpretable by clinicians."
0000-0001-9729-2756,2024,"The Scents, Sense, and Cents in Jeni’s Splendid Ice Creams: Implications for Radiology","Britton Jeni, Fishman Elliot K, Rowe Steven P, Chu Linda C, Rizk Ryan C",https://pubmed.ncbi.nlm.nih.gov/39117183/,Abstract unavailable.
0000-0001-9729-2756,2024,Addressing Mental Health in Professional Management,"Greenberg Paul, Fishman Elliot K, Chu Linda C, Rowe Steven P, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/37726041/,Abstract unavailable.
0000-0001-9729-2756,2024,Building Bridges: Future-Proofing Established Industries and Building Relationships with the Black Community,"Rahmani Josh, Fishman Elliot K, Rowe Steven P, Chu Linda C, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/37726042/,Abstract unavailable.
0000-0001-9729-2756,2024,Amplifying Research in Radiology: The Podcast Effect,"Nicola Refky, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/39225611/,Abstract unavailable.
0000-0001-9729-2756,2024,Cinematic rendering of primary adrenal lymphoma,"Ahmed Taha M, Fishman Elliot K, Morris-Wiseman Lilah F, Baraban Ezra, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/38735793/,"Primary adrenal lymphoma (PAL) is a particularly rare subset of malignant adrenal neoplasms, accounting for ∼1% of all non-Hodgkin's lymphomas. Reported outcomes of PAL, though limited, are dismal, with a 12-month survival rate of ∼20%. PAL is treated with polychemotherapy and early tissue diagnosis to allow initiation of chemotherapy is associated with improved outcomes. Early and accurate radiological diagnosis of PAL is therefore essential in improving outcomes through informing decisions to biopsy and thereby facilitating timely initiation of chemotherapy. To date, however, imaging features of PAL have not been conclusively defined, and a range of divergent imaging appearances have been reported. Cinematic rendering (CR) is a 3D post-processing technique that simulates the propagation and interaction of photons as they pass through the imaged volume. This results in the generation of more photorealistic images that may allow for more comprehensive visualization, description and interpretation of anatomical structures. This manuscript presents the first characterization of the various CR appearances of PAL in the reported literature and provides commentary on the clinical opportunities afforded by CR in the workup of these heterogenous tumors."
0000-0001-9729-2756,2024,Deep pelvic endometriosis causing ureteral obstruction,"Rizk Ryan C, Yasrab Mohammad, Weisberg Edmund M, Chu Linda C, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/39026614/,"Endometriosis is a chronic disease characterized by the presence and growth of endometrial glands and stroma outside of the uterine cavity. The pathogenesis is unclear, but a common theory attributes the condition to retrograde menstruation into the peritoneal cavity via the fallopian tubes. Hormonal influence causes these ectopic tissues to undergo cyclical bleeding, resulting in subsequent inflammation and scar tissue formation; however, it can affect postmenopausal women. In rare instances, endometriotic lesions can obstruct the ureter and result in hydroureteronephrosis and subsequent loss of renal function. This condition presents with nonspecific symptoms and is known as an often-silent disease, resulting in challenging and delayed preoperative diagnosis. In this article, we report the case of an asymptomatic 65-year old female who was diagnosed with deep pelvic endometriosis, which obstructed the right distal ureter. We focus on optimizing diagnosis and management through the application of radiological imaging modalities, specifically computed tomography (CT) and magnetic resonance imaging (MRI)."
0000-0001-9729-2756,2024,"Finding Common Ground: The Intersection of Science, Creativity, and the Human Connection","Lang David, Fishman Elliot K, Chu Linda C, Lugo-Fagundo Elias, Rowe Steven P",https://pubmed.ncbi.nlm.nih.gov/37673229/,Abstract unavailable.
0000-0001-9729-2756,2024,The Current State of Artificial Intelligence and Its Intersection With Radiology,"Benaich Nathan, Fishman Elliot K, Rowe Steven P, Chu Linda C, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/37813225/,Abstract unavailable.
0000-0001-9729-2756,2024,An incidental large adrenal schwannoma: A case report,"Rizk Ryan C, Yasrab Mohammad, Chu Linda C, Weisberg Edmund M, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/38741689/,"Adrenal schwannoma is a rare tumor of Schwann cell origin that represents less than 0.2% of all adrenal tumors. These typically benign tumors are most often found in the head, neck, and limbs. However, schwannomas can also rarely occur rarely in the adrenal gland within the retroperitoneal cavity. In the adrenal gland, these tumors arise from the medulla and are difficult to diagnose, often misdiagnosed as other benign or malignant entities. In this article, we report the case of a 43-year-old female with a large left adrenal mass revealed by biopsy to be a schwannoma. We focus on the use of radiological imaging modalities and immunohistochemical analysis to optimize diagnosis and treatment intervention of this rare tumor."
0000-0001-9729-2756,2024,How Tech Can Help Us Improve Health Care While Still Putting Patients First,"Lynch Alissa Hsu, Fishman Elliot K, Rowe Steven P, Weisberg Edmund M, Chu Linda C, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/37832624/,Abstract unavailable.
0000-0001-9729-2756,2024,More Is Different: Large Language Models in Health Care,"Lungren Matthew P, Fishman Elliot K, Chu Linda C, Rizk Ryan C, Rowe Steven P",https://pubmed.ncbi.nlm.nih.gov/38043632/,Abstract unavailable.
0000-0001-9729-2756,2024,Early detection of pancreatic cancer in the era of precision medicine,"Ahmed Taha M, Kawamoto Satomi, Lopez-Ramirez Felipe, Yasrab Mohammad, Hruban Ralph H, Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/38761272/,"Pancreatic ductal adenocarcinoma (PDAC) is the third leading cause of cancer-related mortality and it is often diagnosed at advanced stages due to non-specific clinical presentation. Disease detection at localized disease stage followed by surgical resection remains the only potentially curative treatment. In this era of precision medicine, a multifaceted approach to early detection of PDAC includes targeted screening in high-risk populations, serum biomarkers and ""liquid biopsies"", and artificial intelligence augmented tumor detection from radiologic examinations. In this review, we will review these emerging techniques in the early detection of PDAC."
0000-0001-9729-2756,2024,The Gap Year for College Students Interested in Medicine: Can They Contribute to Your Mission?,"Fishman Elliot K, Lugo-Fagundo Elias, Chu Linda C, Rizk Ryan C",https://pubmed.ncbi.nlm.nih.gov/38724308/,"Gap years taken between undergraduate completion and entrance into medical school have become increasingly popular. We examine the role of gap years among college graduates interested in medicine and how they might contribute to academic research productivity within clinical environments. Recently, academic faculty have struggled to balance increasing clinical responsibilities with their scholarly endeavors. Academic medical departments may have incentives to hire pre-medical students to help ease the research burden on faculty. Properly motivated pre-medical students may view research positions in academic medical departments as ideal opportunities to learn in areas that will broaden their scientific knowledge and help prepare them for medical school, while greatly enhancing their medical school applications through distinguishing themselves as co-authors published in medical journals. Our experience, with two co-authors working as research associates while preparing for their medical school applications and careers, suggests that pre-medical students can strengthen their medical school applications during their gap year(s) while proving instrumental in enhancing research output thus alleviating the workload of clinical faculty."
0000-0001-9729-2756,2024,"Partnerships: Unleashing the Potential of Universities, Health Systems, and Other Experts to Improve Public Health and Radiologic Efficiency","Beauchamp Norman J, Fishman Elliot K, Rowe Steven P, Weisberg Edmund M, Chu Linda C, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/37003311/,Abstract unavailable.
0000-0001-9729-2756,2024,Radiologists Should Be Compensated for Participation in Multidisciplinary Conferences,"Gomez Erin N, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/37922970/,Abstract unavailable.
0000-0001-9729-2756,2024,CT and MRI of abdominal cancers: current trends and perspectives in the era of radiomics and artificial intelligence,"Barat Maxime, Pellat Anna, Hoeffel Christine, Dohan Anthony, Coriat Romain, Fishman Elliot K, Nougaret Stéphanie, Chu Linda, Soyer Philippe",https://pubmed.ncbi.nlm.nih.gov/37926780/,"Abdominal cancers continue to pose daily challenges to clinicians, radiologists and researchers. These challenges are faced at each stage of abdominal cancer management, including early detection, accurate characterization, precise assessment of tumor spread, preoperative planning when surgery is anticipated, prediction of tumor aggressiveness, response to therapy, and detection of recurrence. Technical advances in medical imaging, often in combination with imaging biomarkers, show great promise in addressing such challenges. Information extracted from imaging datasets owing to the application of radiomics can be used to further improve the diagnostic capabilities of imaging. However, the analysis of the huge amount of data provided by these advances is a difficult task in daily practice. Artificial intelligence has the potential to help radiologists in all these challenges. Notably, the applications of AI in the field of abdominal cancers are expanding and now include diverse approaches for cancer detection, diagnosis and classification, genomics and detection of genetic alterations, analysis of tumor microenvironment, identification of predictive biomarkers and follow-up. However, AI currently has some limitations that need further refinement for implementation in the clinical setting. This review article sums up recent advances in imaging of abdominal cancers in the field of image/data acquisition, tumor detection, tumor characterization, prognosis, and treatment response evaluation."
0000-0001-9729-2756,2024,Reply,"Hellmann David B, Fishman Elliot K, Lugo-Fagundo Elias, Chu Linda C, Rowe Steven P",https://pubmed.ncbi.nlm.nih.gov/37741427/,Abstract unavailable.
0000-0001-9729-2756,2024,Imaging of Gastrointestinal Stromal Tumours: The Next Wave of Radiology,"Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/37531213/,Abstract unavailable.
0000-0001-9729-2756,2024,"Web3 101: Humanizing What Web3, Cryptocurrency, Non-Fungible Tokens, and the Metaverse Mean for the Future of Connectivity, Community, and the Field of Medicine","Zember Whitney Fishman, Fishman Elliot K, Chu Linda C, Rowe Steven P",https://pubmed.ncbi.nlm.nih.gov/37813229/,Abstract unavailable.
0000-0001-9729-2756,2024,Accurate non-invasive grading of nonfunctional pancreatic neuroendocrine tumors with a CT derived radiomics signature,"Javed Ammar A, Zhu Zhuotun, Kinny-Köster Benedict, Habib Joseph R, Kawamoto Satomi, Hruban Ralph H, Fishman Elliot K, Wolfgang Christopher L, He Jin, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/37598013/,"The purpose of this study was to develop a radiomics-signature using computed tomography (CT) data for the preoperative prediction of grade of nonfunctional pancreatic neuroendocrine tumors (NF-PNETs). A retrospective study was performed on patients undergoing resection for NF-PNETs between 2010 and 2019. A total of 2436 radiomic features were extracted from arterial and venous phases of pancreas-protocol CT examinations. Radiomic features that were associated with final pathologic grade observed in the surgical specimens were subjected to joint mutual information maximization for hierarchical feature selection and the development of the radiomic-signature. Youden-index was used to identify optimal cutoff for determining tumor grade. A random forest prediction model was trained and validated internally. The performance of this tool in predicting tumor grade was compared to that of EUS-FNA sampling that was used as the standard of reference. A total of 270 patients were included and a fusion radiomic-signature based on 10 selected features was developed using the development cohort (n = 201). There were 149 men and 121 women with a mean age of 59.4 ± 12.3 (standard deviation) years (range: 23.3-85.0 years). Upon internal validation in a new set of 69 patients, a strong discrimination was observed with an area under the curve (AUC) of 0.80 (95% confidence interval [CI]: 0.71-0.90) with corresponding sensitivity and specificity of 87.5% (95% CI: 79.7-95.3) and 73.3% (95% CI: 62.9-83.8) respectively. Of the study population, 143 patients (52.9%) underwent EUS-FNA. Biopsies were non-diagnostic in 26 patients (18.2%) and could not be graded due to insufficient sample in 42 patients (29.4%). In the cohort of 75 patients (52.4%) in whom biopsies were graded the radiomic-signature demonstrated not different AUC as compared to EUS-FNA (AUC: 0.69 vs. 0.67; P = 0.723), however greater sensitivity (i.e., ability to accurately identify G2/3 lesion was observed (80.8% vs. 42.3%; P < 0.001). Non-invasive assessment of tumor grade in patients with PNETs using the proposed radiomic-signature demonstrated high accuracy. Prospective validation and optimization could overcome the commonly experienced diagnostic uncertainty in the assessment of tumor grade in patients with PNETs and could facilitate clinical decision-making."
0000-0001-9729-2756,2024,Three-dimensional CT cinematic rendering of adrenal masses: Role in tumor analysis and management,"Ahmed Taha M, Rowe Steven P, Fishman Elliot K, Soyer Philippe, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/37798191/,"The adrenal gland is home to an array of complex physiological and neoplastic disease processes. While dedicated adrenal computed tomography (CT) is the gold standard imaging modality for adrenal lesions, there exists significant overlap among imaging features of adrenal pathology. This can often make radiological diagnosis and subsequent determination of the optimal surgical approach challenging. Cinematic rendering (CR) is a novel CT post-processing technique that utilizes advanced light modeling to generate highly photorealistic anatomic visualization. This generates unique prospects in the evaluation of adrenal masses. As one of the first large tertiary care centers to incorporate CR into routine diagnostic workup, our preliminary experience with using CR has been positive, and we have found CR to be a valuable adjunct during surgical planning. Herein, we highlight the unique utility of CR techniques in the workup of adrenal lesions and provide commentary on the opportunities and obstacles associated with the application of this novel display method in this setting."
0000-0001-9729-2756,2023,Watching Innovation in Real Time: The Story of ChatGPT and Radiology,"Fishman Elliot K, Weeks William B, Lavista Ferres Juan M, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/37138372/,Abstract unavailable.
0000-0001-9729-2756,2023,A primer on artificial intelligence in pancreatic imaging,"Ahmed Taha M, Kawamoto Satomi, Hruban Ralph H, Fishman Elliot K, Soyer Philippe, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/36967355/,"Artificial Intelligence (AI) is set to transform medical imaging by leveraging the vast data contained in medical images. Deep learning and radiomics are the two main AI methods currently being applied within radiology. Deep learning uses a layered set of self-correcting algorithms to develop a mathematical model that best fits the data. Radiomics converts imaging data into mineable features such as signal intensity, shape, texture, and higher-order features. Both methods have the potential to improve disease detection, characterization, and prognostication. This article reviews the current status of artificial intelligence in pancreatic imaging and critically appraises the quality of existing evidence using the radiomics quality score."
0000-0001-9729-2756,2023,Artificial Intelligence as a Public Service,"Lavista Ferres Juan M, Fishman Elliot K, Rowe Steven P, Chu Linda C, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/37003310/,Abstract unavailable.
0000-0001-9729-2756,2023,AI as Virtual Biopsy Tool to Predict Macrotrabecular-Massive Hepatocellular Carcinoma,"Chu Linda C, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/37606567/,Abstract unavailable.
0000-0001-9729-2756,2023,"Assessment of RadiomIcS rEsearch (ARISE): a brief guide for authors, reviewers, and readers from the Scientific Editorial Board of European Radiology","Kocak Burak, Chepelev Leonid L, Chu Linda C, Cuocolo Renato, Kelly Brendan S, Seeböck Philipp, Thian Yee Liang, van Hamersvelt Robbert W, Wang Alan, Williams Stuart, Witowski Jan, Zhang Zhongyi, Pinto Dos Santos Daniel",https://pubmed.ncbi.nlm.nih.gov/37358612/,Abstract unavailable.
0000-0001-9729-2756,2023,Beyond chatting: The opportunities and challenges of ChatGPT in medicine and radiology,"Ferres Juan M Lavista, Weeks William B, Chu Linda C, Rowe Steven P, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/36925365/,Abstract unavailable.
0000-0001-9729-2756,2023,The Future of Work: Opportunities for Dynamic Growth,"Kaplowitz Marla, Fishman Elliot K, Rowe Steven P, Chu Linda C, Lugo-Fagundo Elias",https://pubmed.ncbi.nlm.nih.gov/36736546/,Abstract unavailable.
0000-0001-9729-2756,2023,What Lessons Can Radiologists Learn from the Holocaust Reparations Movement?,"Eizenstat Stuart E, Weisberg Edmund M, Rowe Steven P, Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/37037715/,Abstract unavailable.
0000-0001-9729-2756,2023,Artificial Intelligence Outperforms Radiologists for Pancreatic Cancer Lymph Node Metastasis Prediction at CT,"Chu Linda C, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/36066370/,Abstract unavailable.
0000-0001-9729-2756,2023,Getting by with a little help from my friends? Expanding mentorship for career development and satisfaction,"Weisberg Edmund M, Rowe Steven P, Chu Linda C, Fishman Elliot K",https://pubmed.ncbi.nlm.nih.gov/36368180/,"Collaboration and teamwork are well-established cornerstones of modern clinical and academic medicine as well as research, including radiology. Mentorship is also part and parcel of daily medical practice and training. As it is, there is a wide range of opinions on the effectiveness of standard mentorship models. In some cases, academic departments may offer mentorship to fulfill a requirement rather than as a sign of commitment to ensuring that all mentees receive the guidance they seek. Although mentor-mentee relationships might have arisen organically, and such situations are still possible, the overall lack of face-to-face interactions in many departments in the COVID era suggests the need to emphasize formal mentoring programs. We appreciate the overall successes of mentorship in medicine as well as radiology, while acknowledging that, like anything, it is not perfect. Because the processes of decision making and career planning are similar across fields, a peer-to-peer cross-specialty mentorship model could yield untold benefits to early-career radiologists who may receive valuable advice from friends or colleagues outside of medicine, or simply outside of radiology, at crucial points in their careers. There is no ideal formula or format for mentoring, however. We endorse the theory or intentions of mentorship and believe that its effectiveness can take several forms. Having a formal program in place, with built-in flexibility to address our rapidly changing times, remains highly desirable. Our proposal is to expand this notion to a ""whatever works,"" ""anything goes,"" or, in the spirit of the COVID era, a hybrid model."
